respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.07662219626943083,0.21816077696502603
26708,0.05075431242434875,0.06371523662114703
26709,0.4409523905053351,0.6558518700285021
26710,0.5015222925737703,0.890891273301563
26711,0.16357080019508283,0.48248881258454335
26712,0.39385432914187274,0.9007165329066026
26713,0.39768684335235477,0.6239266992718931
26714,0.1360302404539305,0.19355549439513725
26715,0.037433718841827224,0.13604039995544523
26716,0.18778398678359062,0.8683692721460813
26717,0.015920101827102816,0.3601142195394655
26718,0.21596423208817944,0.45087324340020957
26719,0.11382100442458305,0.937603507516768
26720,0.0840516521939398,0.16013426956722093
26721,0.41453389057841056,0.5142318395558884
26722,0.04574694861748285,0.06990802812724124
26723,0.6601492413952893,0.8514563227495683
26724,0.11441572788054809,0.6150512323429984
26725,0.0393253567616815,0.07569144554525484
26726,0.012733989413381584,0.03058288176953077
26727,0.303230312923125,0.819301685813522
26728,0.19836688488352805,0.46578298930110196
26729,0.07858974500819804,0.30892521776044907
26730,0.04408686617861081,0.2033803552154036
26731,0.016679536402642834,0.31606517283394303
26732,0.09478246190639252,0.061889083236778664
26733,0.9230067326780677,0.9588360262564081
26734,0.8578465101828245,0.3572954295323386
26735,0.15835196994785236,0.4832809892770654
26736,0.07477798902485959,0.16968345549555366
26737,0.07689671834653941,0.10647792035231618
26738,0.5936994942547973,0.865845235271235
26739,0.09584453208938348,0.1820233779157538
26740,0.15381980834969827,0.10900170119310011
26741,0.2152033817448884,0.9172068809112067
26742,0.14694690639252683,0.4225118287991276
26743,0.036438547850726644,0.46010919187467675
26744,0.047938758488746576,0.5239158721514633
26745,0.10202040482897204,0.9258364069808717
26746,0.1368618771771099,0.3124968565471818
26747,0.08800487117599329,0.2881097756167069
26748,0.10997499774527528,0.06841055157188676
26749,0.06671299199895465,0.6385289541554943
26750,0.6961979020347298,0.9370450733163578
26751,0.29403451859364416,0.6576013820614154
26752,0.01843461741486214,0.016182568911876524
26753,0.2013565482541848,0.6457073014463877
26754,0.11248160442930295,0.5215457301534737
26755,0.10470588781014027,0.34091261319015453
26756,0.015898612624459522,0.03466745821553053
26757,0.48613387164975047,0.5165689453672394
26758,0.5075489389871624,0.8258706975740289
26759,0.03937779139763475,0.19361599261210818
26760,0.01284533550192837,0.02719692007060883
26761,0.14520491574111133,0.6568737656574298
26762,0.16001898155532623,0.8438124220879683
26763,0.9047757255263748,0.9724838359762753
26764,0.9230492593910233,0.968314479736063
26765,0.03299428028549274,0.6757418590776901
26766,0.15311671930452866,0.17223308016315847
26767,0.7509442650902494,0.747908663010325
26768,0.011262340892840578,0.4314808687758806
26769,0.1345576421143816,0.169727904024377
26770,0.1209949851612945,0.645891096486897
26771,0.0760129192549279,0.19778553915608477
26772,0.08534754681071541,0.41502472113236105
26773,0.010513102910503018,0.3879098332826005
26774,0.03546229249835775,0.44925867187528945
26775,0.09852626231899977,0.46579625862423824
26776,0.4133226669249375,0.31732780394196564
26777,0.11911692116366586,0.9117964678144623
26778,0.13739281781027277,0.19454002268842085
26779,0.12621273978222275,0.5563280644444146
26780,0.1577145956706675,0.9554232948338902
26781,0.05229113985267273,0.51278688419423
26782,0.046564629295047955,0.2515535323376596
26783,0.08605831855086159,0.3787531316353977
26784,0.36026773758634356,0.8513528409642183
26785,0.39563945412049634,0.5541454804673931
26786,0.11724191041206523,0.25395799803565045
26787,0.10581574209101985,0.5093673854790436
26788,0.14122326606915125,0.9430705317507924
26789,0.012885226262518468,0.2487861125674152
26790,0.07083763698380596,0.2865489304966982
26791,0.08529439451665803,0.16927760090333474
26792,0.19385209641464027,0.7626830783881949
26793,0.11463832554237975,0.9016312442923401
26794,0.7242861263314418,0.880583319244804
26795,0.04100935533863385,0.925826970598078
26796,0.05425119114133916,0.07548332339801235
26797,0.08859020214087245,0.6008891394604906
26798,0.15011367419390642,0.14573628057952664
26799,0.30960950288869293,0.24689572784568634
26800,0.03904164539855279,0.9154393353592096
26801,0.23481142648048958,0.36100802073803673
26802,0.10804036436548475,0.1644349626557651
26803,0.0651790161470114,0.1685255457951325
26804,0.07869554805317429,0.18630137535482846
26805,0.08887559977243793,0.23683690912145602
26806,0.074182808287571,0.9055981990659719
26807,0.6901620951789353,0.956693639078911
26808,0.22309795668423205,0.4763322596891962
26809,0.7166567893408231,0.23578134641237736
26810,0.037055887229942464,0.11677293810516114
26811,0.04808150126040903,0.053971680916430814
26812,0.12625385694538588,0.632317875607853
26813,0.33060068849256774,0.3630794063227979
26814,0.038122494481813096,0.5156911496216735
26815,0.05885535298280582,0.15640597806158527
26816,0.03193475364821773,0.15699236353247628
26817,0.15791689426992755,0.7637011432805821
26818,0.0690213261052181,0.24037833932905112
26819,0.3228867915204725,0.4147398109971015
26820,0.08662379676232887,0.30293452620379097
26821,0.10525073956853356,0.4638751001631235
26822,0.2665763674762118,0.618609126567487
26823,0.4771538980179107,0.5769247272828482
26824,0.04035453417148086,0.7037272863561079
26825,0.4172710673946102,0.7999110620545397
26826,0.09176865754333162,0.7219295782852434
26827,0.06138852557923306,0.16262643774314595
26828,0.17232878630084958,0.6494295333737087
26829,0.613907938950754,0.9335353834510198
26830,0.0824716511625802,0.7363179966310787
26831,0.19460666727722398,0.8244715066177444
26832,0.14084464075296013,0.8421521083477536
26833,0.006072741550762799,0.29040122282807945
26834,0.08460984413740924,0.3473954028478901
26835,0.38070276202781367,0.8909420123778564
26836,0.17023146137210415,0.6539966832250027
26837,0.0466493608307015,0.01557297581256902
26838,0.11530752222131907,0.46816318767673665
26839,0.0947986958916923,0.39324928373039914
26840,0.08662245647097105,0.12050541361928388
26841,0.373346131652466,0.7933003002924806
26842,0.07708083022924733,0.18532526775616678
26843,0.041097579270064466,0.01756649995228975
26844,0.048498895611369594,0.4190666928477769
26845,0.06128358399262727,0.702270565352695
26846,0.059617652042866155,0.7359580977545837
26847,0.301094184034126,0.09308744686835248
26848,0.04061513373459922,0.6305203735947156
26849,0.18103316189909124,0.6851550913397223
26850,0.5463088844914191,0.7306932821696516
26851,0.03651392458529089,0.06685359756955263
26852,0.03877853088908862,0.11699551227892345
26853,0.47564221723713423,0.46012618758141566
26854,0.018406461399637714,0.0786334594466784
26855,0.5913780653654455,0.8633115526010503
26856,0.0938590403439081,0.028472819549492663
26857,0.3622299402576764,0.15995334982367332
26858,0.11794783698358012,0.6050361470691483
